,gbifID,format,identifier,references
12498,3729945099,image/jpeg,https://observation.org/photos/34790424.jpg,
12499,3730067444,image/jpeg,https://observation.org/photos/32940244.jpg,
12500,3730094394,image/jpeg,https://observation.org/photos/33726160.jpg,
12501,3730273034,image/jpeg,https://observation.org/photos/34728037.jpg,
12502,3730273034,image/jpeg,https://observation.org/photos/34728038.jpg,
12503,3730317924,image/jpeg,https://observation.org/photos/34714902.jpg,
12504,3730485714,image/jpeg,https://observation.org/photos/38683914.jpg,
12505,3730485714,image/jpeg,https://observation.org/photos/38687212.jpg,
12506,3730806229,image/jpeg,https://observation.org/photos/42585388.jpg,
12507,3730806229,image/jpeg,https://observation.org/photos/42585387.jpg,
12508,3730849474,image/jpeg,https://observation.org/photos/42947404.jpg,
12509,3731097529,image/jpeg,https://observation.org/photos/42888996.jpg,
12510,3731097529,image/jpeg,https://observation.org/photos/42888995.jpg,
12511,3731330149,image/jpeg,https://observation.org/photos/44138426.jpg,
12512,3731330149,image/jpeg,https://observation.org/photos/44138398.jpg,
12513,3731330149,image/jpeg,https://observation.org/photos/44138375.jpg,
12514,3731347914,image/jpeg,https://observation.org/photos/42321459.jpg,
12515,3731432419,image/jpeg,https://observation.org/photos/45118198.jpg,
12516,3731439469,image/jpeg,https://observation.org/photos/42076159.jpg,
12517,3731485769,image/jpeg,https://observation.org/photos/44555805.jpg,
12518,3731485769,image/jpeg,https://observation.org/photos/44555807.jpg,
12519,3731549014,image/jpeg,https://observation.org/photos/45455541.jpg,
12520,3731553439,image/jpeg,https://observation.org/photos/43461865.jpg,
12521,3731553439,image/jpeg,https://observation.org/photos/43461864.jpg,
12522,3731577424,image/jpeg,https://observation.org/photos/44672484.jpg,
12523,3731577424,image/jpeg,https://observation.org/photos/44672485.jpg,
12524,3731577424,image/jpeg,https://observation.org/photos/44672343.jpg,
12525,3731776314,image/jpeg,https://observation.org/photos/44169435.jpg,
12526,3731798404,image/jpeg,https://observation.org/photos/45124824.jpg,
12527,3731827469,image/jpeg,https://observation.org/photos/45574186.jpg,
12528,3731841394,image/jpeg,https://observation.org/photos/45224330.jpg,
12529,3731841394,image/jpeg,https://observation.org/photos/45224331.jpg,
12530,3731896639,image/jpeg,https://observation.org/photos/44515592.jpg,
12531,3731896639,image/jpeg,https://observation.org/photos/44515593.jpg,
12532,3731896639,image/jpeg,https://observation.org/photos/44515591.jpg,
12533,3731896639,image/jpeg,https://observation.org/photos/44515590.jpg,
